id,conversation_id,customer_query,gold_intent,gold_escalation,gold_escalation_reason,reference_resolution,difficulty,annotator,annotation_date,verification_status
GOLD_148,d90fd1f77972a52cb1fff1a912062070,The new update caused my iPhone to cut off and not come back on but I had to figure it out to make it work,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_149,2d3935494e9837950dcc09a9e13e35d5,how can I send emails to the trash now instead of the archived option in the Apple Mail App,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_150,d2abb677d2758b1d19dd53a76ae252d7,why does FaceTime keep freezing my phone and slowing everything down with iOS 11,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_151,46b435979ab7c0e36b3fce1639a409a0,ios 11.0.2 completely screwed up the battery on my iphone6 what on earth you guys did🙄!!!,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_152,a596c06d5889515fcd0c2e2111b494fc,"The new updates leave WiFi on in settings, even tho you swipe up and turn it off. Please fix.",IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_153,1cb2f484e40a0ada143d8ee197f96686,iCloud hacked &amp; am now locked out of my Mac which now asks for a 6 digit pin or to contact support on __email__...,APPLE_ID_AND_ICLOUD,ESCALATE,"Account recovery, credential resets, and 2FA authentication cannot be safely resolved over public social channels.",Direct to iforgot.apple.com for self-service credential recovery or invite to DM for account status review.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_154,cb255f9223bd6bcae9c80551853b23f9,Hey thanks for the shit update that makes my phone crash or freeze every ten minutes.,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_155,47fabcf900d9c18366e57a1f63fc0357,I want all MY music back on my phone. Why do I constantly have to download it from the cloud.,DEVICE_SETUP_AND_USAGE,AUTO_HANDLE,General inquiry addressable with clarifying questions and standard support resources.,Offer assistance and request iOS version and model details.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_156,b4a9656c2c1e57a65964e8c50469781d,"i'm not playing, send me a new phone. your update makes me hard restart my phone 5-7 times a day when i try to open regular apps.",IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_157,45ce2099ecb349d15b334ea3bb9d61b9,"why when i put my phone on do not disturb, motherfuckers can still disturb me?",IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_158,936c451b01080592cf32f3fe616e4935,I have an issue with my Apple Music account and it needs to be fixed ASAP,APP_STORE_AND_BILLING,ESCALATE,"Financial billing disputes, refund requests, and credit card charges require private identity and account verification.",Guide user to reportaproblem.apple.com to inspect charges or invite to DM for secure billing review.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_159,fd4e7c09f37a3700bb5a28f4df936f95,"The newest IOS 11.__credit_card__ is draining the S*** out my battery life. Hey , can you please do something about it.",BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_160,d29931e47066b50bc3960e9091ba643e,"Welp, iOS 11.0.2 has officially ruined my battery. Have charged my iPhone 7 three times today. will 11.0.3 resolve?",IOS_SOFTWARE_UPDATE,AUTO_HANDLE,Standard post-update indexing power consumption advice and update troubleshooting.,"Explain temporary post-update background indexing, advise checking Settings > Battery to monitor energy-heavy apps, and recommend updating to latest iOS revision.",MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_161,0c05ad444048297507acf515376fbd0b,"Since iOS 11 my battery rate drops so fast, it's lost 30% in a couple of hours. #betterbattery",BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_162,d3e5b3822c0ea10d44d63b5cc5369f09,This fucking update USE to be my favorite and now ALL of my FUCKING APPS ARE FREEZING FIX IT,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_163,67dec7c3a3535847bb1445bd4521577f,Mi teléfono se ha comportado DLV desde la última actualización de iOS 😡,OUT_OF_SCOPE_OTHER,ESCALATE,Non-English inquiry requires routing to native language support specialist.,Direct user to international Apple support portal or native language support agent.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_164,faf305d20c6e75a1b675d0509be63046,what have you done to my iPad? Keeps going sleep while I'm using it and repeatedly takes screenshots for no apparent reason,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_165,2d895a4204d41e2c092a2cdc260c8ada,pls fix this https://t.co/rmWr5aMZe4,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_166,a95815480f945000f879a973fd674772,Since this #update the battery on my 6 has be horrible,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_167,0107be903c1436adef1d571659858ce3,your system was down @ UnionSquare store in SF so couldn't get new phone during my appt. Can you tell me when it's up again?,DEVICE_SETUP_AND_USAGE,AUTO_HANDLE,General inquiry addressable with clarifying questions and standard support resources.,Offer assistance and request iOS version and model details.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_168,fb6d88609c2551a7988070d21c5e0e5c,"Dear : I love your products, but ever since I updated my phone's software, It. Hasn't. Worked. Please fix it.",IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_169,5cd9fa38674b8abcc7c470793a4d3940,"I'm experiencing the same thing as many other people, I left for work phone at 100% ten hours later it's at 20% 😳 bad update 😡",IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_170,e281201e1acc5238185e677f0fb1976b,My MacBook Pro dies whenever it's under 60% battery. The bat. % also jumps around a little. Is it a battery problem? Don't refer me.,BATTERY_AND_HARDWARE,ESCALATE,MacBook randomly shutting down below 60% battery for months indicates battery degradation or logic board fault requiring hardware inspection.,Recommend battery health check and guide customer to schedule a Genius Bar diagnostic appointment at support.apple.com/repair.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_171,f95708027adda52e4e9e2937443cd6ac,That feeling when your battery is on 3% 😯,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_172,04d40adf775ff1e17d48554005543fd4,Is there a way to undo an iPhone update... hating on the new iOS 11 😩 just sucks the life out of my battery! #iPhoneProblems,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_173,6c717fa1156c00a72a37462fb9bbbb07,holy shit...the new iOS fucks up everything. Are you trying to screw this thing up?,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_174,942c066b2341d5187b96d55239e662a8,It's insane that devices mess up with a new release. I paid $60 to get my camera fixed less than a month ago and now I'm having the same problems. Seriously!,BATTERY_AND_HARDWARE,ESCALATE,Recurring hardware camera failure following recent paid repair requires AppleCare repair warranty review.,Route to AppleCare hardware specialist to verify 90-day post-service repair warranty coverage for the recurring camera defect.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_175,9aa9a9366c646389564307f2e883ae1d,Idk why won't improve the battery! My phone is always dying!,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_176,954492ff1465b7a89a3bbf044b28137d,I've noticed how IOS11 quickly drains my iPhones battery.,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_177,13137c2710c539e48bf274d6485deb32,please can you stop my phone from being glitchy 😭 stupid IOS update,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_178,cd158521635118339870ba510fd19f25,i don't like that my phone automatically gets super bright when i'm trying to text in class - fix this,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_179,c23abaff68096e7e6d050d72aec290b0,I have been having nonstop problems with my phone ever since I updated to iOS 11. I really don't like you .,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_180,7b7929f5f19dd2b6bb08bb123548e074,Hey - what's up with the iPhone ringer being FULL BLAST regardless of the setting since the last update? Annoying please fix..,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_181,0ae2f193654f08aacea91a3a296ed29b,"thanks for the update, now I can't FaceTime",IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_182,84020c50b658d1bc78a49774db402403,Yo I didn't pay $900 to have my phone be glitching after not even 6 months. Quit your shit.,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_183,4a918fc9200e6c25a69adfc3b0543000,Your new update is killing my battery. #FixThis,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_184,47d07bd03f28d7914f1c7802cd5641e1,"Any reason why my iTunes payment method (credit card) gets rejected for some subscriptions and in-app purchases, but works fine for others within the same app?",APP_STORE_AND_BILLING,ESCALATE,"Financial billing disputes, refund requests, and credit card charges require private identity and account verification.",Guide user to reportaproblem.apple.com to inspect charges or invite to DM for secure billing review.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_185,7c8ba2ff3175d736c9071e402ca750b5,hey i need to restore my iphone 5 but all the firmwares are unsigned.... https://t.co/LQ7cUYwWt7,DEVICE_SETUP_AND_USAGE,AUTO_HANDLE,General inquiry addressable with clarifying questions and standard support resources.,Offer assistance and request iOS version and model details.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_186,b50c33175ff0e9fca0e942dac08d2885,the update is killing my battery,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_187,0bf8b63fa569656b6db9151bfbcca3d3,Ever since I updated my phone to iOS 11 my phone has been slow AF. No you aren't gonna make me buy the new iPhone I'm poor and totally fine with my iPhone 6!,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_188,5babcbab6e80f6929b21edfb8dc3d1e9,When breaks your phone. Nice update guys. https://t.co/oJ3MoHAgG7,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_189,499d3dc8d07a4e5cecaa15e0e61b8a37,"IOS 11 eats my battery, so annoying",BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_190,1a308325d9c7280c9c42d1e162cae549,my phone dies faster because of the stupid update.. fix this shit,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_191,1973d7f94b2a9851c402a2e38e6ec137,My phone has been so fucking slow since the latest iOS update,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_192,2659c66e7ee0b926cb33cadb955876f8,looks like the widget for the weather is down still says sunset on mine but when I go in to the weather app it's fine,DEVICE_SETUP_AND_USAGE,AUTO_HANDLE,General inquiry addressable with clarifying questions and standard support resources.,Offer assistance and request iOS version and model details.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_193,7957da814e5fa62f067d266b0b72f358,Ever since the new IOS update came my 6s has been freezing... y'all not low.... not happening https://t.co/paqeNI7RRP,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_194,f0d8627aaa32db1d5af320bbed5d3e51,#ios11 drains the battery really fast!!😰😭 had to charge 2 x a day compared to just 1 before the update @115858 same w/ my husbands ip7 😭,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard power optimization and battery diagnostic guide can resolve rapid drain.,Provide official battery optimization link (https://support.apple.com/HT208387) and troubleshooting steps.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_195,c9affddbe3e7a3925cc16c9b515962f0,plz can u help as the iOS 11.0.2 is bad also ... some apps blocked automatically,IOS_SOFTWARE_UPDATE,ESCALATE,Persistent app freezing and repeated device restarts across iOS 11.0.2 and 11.0.3 require senior specialist escalation.,Acknowledge repeated unresolved freezing and route to senior tier-2 iOS specialist via DM.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_196,a344ec87129977ba4e55c43525c75f29,iOS 11 sucks! Always having to reboot now; apps are constantly crashing. Fix or I'll switch to android.,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,Customer threatening churn and expressing severe dissatisfaction over crashing apps requires senior empathetic escalation.,Empathetic de-escalation addressing churn risk and inviting to DM for personalized diagnosis.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_197,3b11aa4792502dae5c0d85168cf98a04,Upgraded to iOS 11.0.2 & Apple Music lost everything I've added to my library... also won't let me add anything. How do I fix?,APP_STORE_AND_BILLING,AUTO_HANDLE,iCloud Music Library sync toggle and Apple Music account status check can resolve missing library items.,Advise checking Settings > Music > iCloud Music Library toggle and confirming subscription status.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_198,6b33856bb02261e07cdd1265304759c1,fuck u my phone just went from 20% to 5% u done fucked everyone up w ios 11,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,Abusive language and severe customer hostility require immediate human de-escalation.,De-escalate professionally without arguing and route to specialist via secure DM.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_199,971c7328ada1a33481b6066bd37e5bfe,upgrade to iOS 11 caused a brand new IPhone to draw all battery in 5 hrs without using the phone! WTF,BATTERY_AND_HARDWARE,AUTO_HANDLE,Post-update background indexing and battery diagnostic steps address new device battery drain.,Explain 48-hour post-update re-indexing and provide battery diagnostic steps.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_200,cfe4a343f0260c4465f7e49eccb46bf8,get rid of this for me I don't want it!!!!! https://t.co/c9eA2JwCmu,DEVICE_SETUP_AND_USAGE,AUTO_HANDLE,Simple iPad Dock customization and app removal instructions resolve the user request.,Provide instructions for dragging apps off the iPad Dock in Settings > Multitasking & Dock.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
